"gene"	"adj.pval.TimePoint"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g330670"	3.5267026868967e-07	"Scaffold_17"	10206452	10242544	"O60229"	"KALRN_HUMAN"	"Kalirin (EC 2.7.11.1) (Huntingtin-associated protein-interacting protein) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)"	"GO:0004674; GO:0005085; GO:0005089; GO:0005524; GO:0005654; GO:0005829; GO:0006468; GO:0007165; GO:0007186; GO:0007399; GO:0007528; GO:0007595; GO:0007613; GO:0008344; GO:0015629; GO:0016192; GO:0035023; GO:0035176; GO:0035556; GO:0042711; GO:0043065; GO:0043547; GO:0046872; GO:0046959; GO:0048013; GO:0051056; GO:0060125; GO:0060137; GO:0061003; GO:0070062"	"actin cytoskeleton [GO:0015629]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; adult locomotory behavior [GO:0008344]; ephrin receptor signaling pathway [GO:0048013]; G protein-coupled receptor signaling pathway [GO:0007186]; habituation [GO:0046959]; intracellular signal transduction [GO:0035556]; lactation [GO:0007595]; maternal behavior [GO:0042711]; maternal process involved in parturition [GO:0060137]; memory [GO:0007613]; negative regulation of growth hormone secretion [GO:0060125]; nervous system development [GO:0007399]; neuromuscular junction development [GO:0007528]; positive regulation of apoptotic process [GO:0043065]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of GTPase activity [GO:0043547]; protein phosphorylation [GO:0006468]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]; social behavior [GO:0035176]; vesicle-mediated transport [GO:0016192]"
"PGEN_.00g126360"	3.58300174255722e-07	"Scaffold_05"	60831216	60831908	NA	NA	NA	NA	NA
"PGEN_.00g312440"	3.61533172468662e-07	"Scaffold_15"	39426630	39540564	"Q4V8B0"	"OXR1_RAT"	"Oxidation resistance protein 1 (Protein C7)"	"GO:0005730; GO:0005739; GO:0006979; GO:0007628; GO:0016491; GO:0043524; GO:0051402; GO:0071447; GO:1900408; GO:1902083; GO:1903204"	"mitochondrion [GO:0005739]; nucleolus [GO:0005730]; oxidoreductase activity [GO:0016491]; adult walking behavior [GO:0007628]; cellular response to hydroperoxide [GO:0071447]; negative regulation of cellular response to oxidative stress [GO:1900408]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; negative regulation of peptidyl-cysteine S-nitrosylation [GO:1902083]; neuron apoptotic process [GO:0051402]; response to oxidative stress [GO:0006979]"
"PGEN_.00g146700"	3.62366966815163e-07	"Scaffold_06"	45056660	45063384	NA	NA	NA	NA	NA
"PGEN_.00g166960"	3.7675544130108e-07	"Scaffold_07"	39517604	39527641	NA	NA	NA	NA	NA
"PGEN_.00g270150"	3.77389070625936e-07	"Scaffold_13"	28869017	28869526	"Q5XGC9"	"SRFB1_XENTR"	"Serum response factor-binding protein 1 (SRF-dependent transcription regulation-associated protein)"	"GO:0005634; GO:0030490; GO:0030686; GO:0048471"	"90S preribosome [GO:0030686]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; maturation of SSU-rRNA [GO:0030490]"
"PGEN_.00g193010"	4.70795313613103e-07	"Scaffold_09"	4847684	4864676	"Q3UTY6"	"THSD4_MOUSE"	"Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6) (ADAMTS-like protein 4) (ADAMTSL-4)"	"GO:0001527; GO:0008233; GO:0031012; GO:0048251"	"extracellular matrix [GO:0031012]; microfibril [GO:0001527]; peptidase activity [GO:0008233]; elastic fiber assembly [GO:0048251]"
"PGEN_.00g062550"	4.86772369733557e-07	"Scaffold_03"	12933499	12968827	"Q5RJY2"	"G2E3_MOUSE"	"G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)"	"GO:0000209; GO:0001824; GO:0005730; GO:0005794; GO:0005829; GO:0006915; GO:0043231; GO:0046872; GO:0061630; GO:2001243"	"cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; apoptotic process [GO:0006915]; blastocyst development [GO:0001824]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; protein polyubiquitination [GO:0000209]"
"PGEN_.00g111560"	4.86772369733557e-07	"Scaffold_05"	19857215	19874795	"Q90Z05"	"VNG2B_XENLA"	"Vang-like protein 2-B (Protein strabismus-B) (Van Gogh-like protein 2-B) (Xstrabismus-B) (Xstbm-B)"	"GO:0001736; GO:0005886; GO:0007399; GO:0016021; GO:0016055; GO:0060027; GO:0090090"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; convergent extension involved in gastrulation [GO:0060027]; establishment of planar polarity [GO:0001736]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; nervous system development [GO:0007399]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g287180"	4.92317291250678e-07	"Scaffold_14"	25853309	25920427	"P05560"	"IOVO_DRONO"	"Ovomucoid (OVM)"	"GO:0004867; GO:0005576"	"extracellular region [GO:0005576]; serine-type endopeptidase inhibitor activity [GO:0004867]"
"PGEN_.00g254820"	4.98934378865511e-07	"Scaffold_12"	37425978	37464475	NA	NA	NA	NA	NA
"PGEN_.00g311190"	5.19025333454462e-07	"Scaffold_15"	36259441	36264805	"B8NM66"	"USTA_ASPFN"	"Ribosomally synthesized cyclic peptide ustiloxin B precursosr (Ustiloxin B biosynthesis protein A) [Cleaved into: YAIG-I; YAIG-II; YAIG-III; YAIG-IV; YAIG-V; YAIG-VI; YAIG-VII; YAIG-VIII; YAIG-IX; YAIG-X; YAIG-XI; YAIG-XII; YAIG-XIII; YAIG-XIV; YAIG-XV; YAIG-XVI]"	""	""
"PGEN_.00g006980"	5.59061016257168e-07	"Scaffold_01"	17345286	17345843	NA	NA	NA	NA	NA
"PGEN_.00g288100"	5.93445014721635e-07	"Scaffold_14"	27687481	27731472	"Q54NA6"	"MYBL_DICDI"	"Myb-like protein L"	"GO:0003677; GO:0005634"	"nucleus [GO:0005634]; DNA binding [GO:0003677]"
"PGEN_.00g228480"	5.97770697032537e-07	"Scaffold_11"	11464828	11497042	"A6H611"	"MIPEP_MOUSE"	"Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)"	"GO:0004175; GO:0004222; GO:0005739; GO:0005759; GO:0006508; GO:0006518; GO:0006627; GO:0046872"	"mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; endopeptidase activity [GO:0004175]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptide metabolic process [GO:0006518]; protein processing involved in protein targeting to mitochondrion [GO:0006627]; proteolysis [GO:0006508]"
"PGEN_.00g120280"	6.57491769897761e-07	"Scaffold_05"	45031989	45053038	"Q9MZD1"	"S17A5_SHEEP"	"Sialin (Membrane glycoprotein SP55) (Sodium/sialic acid cotransporter) (Solute carrier family 17 member 5)"	"GO:0005765; GO:0015293; GO:0016021"	"integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; symporter activity [GO:0015293]"
"PGEN_.00g266480"	7.06097941584809e-07	"Scaffold_13"	18230602	18234935	NA	NA	NA	NA	NA
"PGEN_.00g254650"	7.10769251016427e-07	"Scaffold_12"	36667854	36668426	NA	NA	NA	NA	NA
"PGEN_.00g045970"	7.80792428054341e-07	"Scaffold_02"	36293280	36294623	NA	NA	NA	NA	NA
"PGEN_.00g070630"	7.80792428054341e-07	"Scaffold_03"	35313437	35320513	"Q2TBS9"	"SMU1_BOVIN"	"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]"	"GO:0000381; GO:0000398; GO:0005634; GO:0005737; GO:0008380; GO:0016607; GO:0071005"	"cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]"
"PGEN_.00g294980"	7.80792428054341e-07	"Scaffold_14"	42916788	42933932	"Q8BWQ4"	"CMTR2_MOUSE"	"Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (MTr2) (FtsJ methyltransferase domain-containing protein 1)"	"GO:0004483; GO:0005634; GO:0005737; GO:0006370; GO:0097309; GO:0097310"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; mRNA (nucleoside-2'-O-)-methyltransferase activity [GO:0004483]; 7-methylguanosine mRNA capping [GO:0006370]; cap1 mRNA methylation [GO:0097309]; cap2 mRNA methylation [GO:0097310]"
"PGEN_.00g004560"	8.43392965999421e-07	"Scaffold_01"	11669405	11673621	NA	NA	NA	NA	NA
"PGEN_.00g245800"	9.0665895862019e-07	"Scaffold_12"	8982989	8984092	NA	NA	NA	NA	NA
"PGEN_.00g020490"	9.37370249056378e-07	"Scaffold_01"	56022041	56022451	NA	NA	NA	NA	NA
"PGEN_.00g296900"	9.37370249056378e-07	"Scaffold_14"	45110490	45116954	NA	NA	NA	NA	NA
"PGEN_.00g017070"	1.00203680603965e-06	"Scaffold_01"	46195246	46202441	NA	NA	NA	NA	NA
"PGEN_.00g024490"	1.045677912118e-06	"Scaffold_01"	67591513	67604014	"P0C6B8"	"SVEP1_RAT"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	"GO:0003682; GO:0005509; GO:0005576; GO:0005737; GO:0007155; GO:0016020"	"cytoplasm [GO:0005737]; extracellular region [GO:0005576]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; cell adhesion [GO:0007155]"
"PGEN_.00g276650"	1.05471290732543e-06	"Scaffold_14"	1789968	1790630	NA	NA	NA	NA	NA
"PGEN_.00g038260"	1.11859086650471e-06	"Scaffold_02"	13711841	13715006	NA	NA	NA	NA	NA
"PGEN_.00g130840"	1.13852450068859e-06	"Scaffold_06"	4845322	4845705	NA	NA	NA	NA	NA
"PGEN_.00g220440"	1.13852450068859e-06	"Scaffold_10"	43055658	43089902	NA	NA	NA	NA	NA
"PGEN_.00g030310"	1.13951600799336e-06	"Scaffold_01"	82898549	82941392	"Q9VCA2"	"ORCT_DROME"	"Organic cation transporter protein"	"GO:0006811; GO:0006915; GO:0016021; GO:0022857"	"integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; apoptotic process [GO:0006915]; ion transport [GO:0006811]"
"PGEN_.00g242500"	1.1710696753405e-06	"Scaffold_12"	323544	377696	"Q49AM3"	"TTC31_HUMAN"	"Tetratricopeptide repeat protein 31 (TPR repeat protein 31)"	""	""
"PGEN_.00g159410"	1.22161684602577e-06	"Scaffold_07"	18189222	18258026	NA	NA	NA	NA	NA
"PGEN_.00g289490"	1.22542892455434e-06	"Scaffold_14"	30642135	30656067	NA	NA	NA	NA	NA
"PGEN_.00g166530"	1.28789592841597e-06	"Scaffold_07"	37881004	37904577	"Q29RK9"	"MOB3B_BOVIN"	"MOB kinase activator 3B (Mob1 homolog 2b) (Mps one binder kinase activator-like 2B)"	"GO:0035330; GO:0046872"	"metal ion binding [GO:0046872]; regulation of hippo signaling [GO:0035330]"
"PGEN_.00g334290"	1.32326806296319e-06	"Scaffold_17"	21233714	21235101	NA	NA	NA	NA	NA
"PGEN_.00g256920"	1.34108647621177e-06	"Scaffold_12"	42719889	42747321	"O95786"	"DDX58_HUMAN"	"Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)"	"GO:0002230; GO:0002735; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010628; GO:0015629; GO:0016032; GO:0016579; GO:0030334; GO:0031625; GO:0032480; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0034344; GO:0035549; GO:0039528; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051091; GO:0051607; GO:0060760; GO:0071360; GO:0140374; GO:1902741; GO:1904469; GO:1990904; GO:2000778"	"actin cytoskeleton [GO:0015629]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904]; ruffle membrane [GO:0032587]; ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; double-stranded RNA binding [GO:0003725]; identical protein binding [GO:0042802]; RNA helicase activity [GO:0003724]; single-stranded RNA binding [GO:0003727]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]; antiviral innate immune response [GO:0140374]; cellular response to exogenous dsRNA [GO:0071360]; cytoplasmic pattern recognition receptor signaling pathway in response to virus [GO:0039528]; defense response to virus [GO:0051607]; detection of virus [GO:0009597]; innate immune response [GO:0045087]; negative regulation of type I interferon production [GO:0032480]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of gene expression [GO:0010628]; positive regulation of granulocyte macrophage colony-stimulating factor production [GO:0032725]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-alpha secretion [GO:1902741]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interferon-beta secretion [GO:0035549]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-6 secretion [GO:2000778]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor secretion [GO:1904469]; protein deubiquitination [GO:0016579]; regulation of cell migration [GO:0030334]; regulation of type III interferon production [GO:0034344]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]; RIG-I signaling pathway [GO:0039529]; viral process [GO:0016032]"
"PGEN_.00g038230"	1.35782818655018e-06	"Scaffold_02"	13533630	13538477	NA	NA	NA	NA	NA
"PGEN_.00g147620"	1.38937887707212e-06	"Scaffold_06"	47919553	47984865	NA	NA	NA	NA	NA
"PGEN_.00g309800"	1.38937887707212e-06	"Scaffold_15"	32438370	32567442	"Q9EQW7"	"KI13A_MOUSE"	"Kinesin-like protein KIF13A"	"GO:0003777; GO:0005524; GO:0005623; GO:0005813; GO:0005871; GO:0005874; GO:0006886; GO:0007018; GO:0007049; GO:0008017; GO:0008333; GO:0010008; GO:0016887; GO:0030496; GO:0032438; GO:0032465; GO:0032588; GO:0035459; GO:0043001; GO:0051301; GO:0072383"	"cell [GO:0005623]; centrosome [GO:0005813]; endosome membrane [GO:0010008]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; midbody [GO:0030496]; trans-Golgi network membrane [GO:0032588]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; cell cycle [GO:0007049]; cell division [GO:0051301]; endosome to lysosome transport [GO:0008333]; Golgi to plasma membrane protein transport [GO:0043001]; intracellular protein transport [GO:0006886]; melanosome organization [GO:0032438]; microtubule-based movement [GO:0007018]; plus-end-directed vesicle transport along microtubule [GO:0072383]; regulation of cytokinesis [GO:0032465]; vesicle cargo loading [GO:0035459]"
"PGEN_.00g328540"	1.6153560393693e-06	"Scaffold_17"	3682052	3694355	NA	NA	NA	NA	NA
"PGEN_.00g075700"	1.72409954837597e-06	"Scaffold_03"	50726782	50795337	"B3EWY9"	"MLP_ACRMI"	"Mucin-like protein (Fragment)"	"GO:0005509; GO:0007160; GO:0016021"	"integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160]"
"PGEN_.00g276400"	1.84367785702305e-06	"Scaffold_14"	1033893	1056968	"P07207"	"NOTCH_DROME"	"Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]"	"GO:0001708; GO:0001745; GO:0002052; GO:0002213; GO:0003682; GO:0004888; GO:0005509; GO:0005623; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005769; GO:0005770; GO:0005788; GO:0005796; GO:0005829; GO:0005886; GO:0005887; GO:0005912; GO:0005915; GO:0006110; GO:0007015; GO:0007219; GO:0007293; GO:0007297; GO:0007298; GO:0007314; GO:0007346; GO:0007391; GO:0007398; GO:0007400; GO:0007403; GO:0007405; GO:0007411; GO:0007419; GO:0007422; GO:0007423; GO:0007440; GO:0007446; GO:0007447; GO:0007450; GO:0007451; GO:0007455; GO:0007464; GO:0007473; GO:0007474; GO:0007476; GO:0007478; GO:0007498; GO:0007519; GO:0007521; GO:0007616; GO:0008045; GO:0008284; GO:0008340; GO:0008347; GO:0008356; GO:0008407; GO:0008587; GO:0009608; GO:0009950; GO:0009952; GO:0009986; GO:0010001; GO:0010628; GO:0010629; GO:0014019; GO:0016021; GO:0016330; GO:0016333; GO:0016348; GO:0016360; GO:0022416; GO:0030139; GO:0030154; GO:0030707; GO:0030708; GO:0030713; GO:0030718; GO:0030720; GO:0032991; GO:0035003; GO:0035153; GO:0035162; GO:0035165; GO:0035167; GO:0035171; GO:0035172; GO:0035204; GO:0035214; GO:0035222; GO:0036011; GO:0036099; GO:0036335; GO:0040008; GO:0042067; GO:0042676; GO:0042686; GO:0042688; GO:0042689; GO:0042691; GO:0043525; GO:0043697; GO:0045316; GO:0045466; GO:0045595; GO:0045893; GO:0045944; GO:0046329; GO:0046331; GO:0046666; GO:0046667; GO:0046716; GO:0046843; GO:0048052; GO:0048190; GO:0048477; GO:0048542; GO:0048664; GO:0048665; GO:0048749; GO:0048803; GO:0048863; GO:0050767; GO:0050768; GO:0050877; GO:0051489; GO:0060250; GO:0060288; GO:0060289; GO:0060571; GO:0061331; GO:0061382; GO:0097150; GO:1900087; GO:1902692; GO:1990433; GO:2000035; GO:2000048"	"adherens junction [GO:0005912]; cell [GO:0005623]; cell surface [GO:0009986]; CSL-Notch-Mastermind transcription factor complex [GO:1990433]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endocytic vesicle [GO:0030139]; endoplasmic reticulum lumen [GO:0005788]; endosome [GO:0005768]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; late endosome [GO:0005770]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; subapical complex [GO:0035003]; zonula adherens [GO:0005915]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; transmembrane signaling receptor activity [GO:0004888]; actin filament organization [GO:0007015]; anterior/posterior pattern specification [GO:0009952]; asymmetric cell division [GO:0008356]; axon guidance [GO:0007411]; border follicle cell migration [GO:0007298]; cell dedifferentiation [GO:0043697]; cell differentiation [GO:0030154]; cell fate specification [GO:0001708]; chaeta development [GO:0022416]; chaeta morphogenesis [GO:0008407]; compartment boundary maintenance [GO:0060289]; compound eye cone cell fate commitment [GO:0042676]; compound eye development [GO:0048749]; compound eye morphogenesis [GO:0001745]; compound eye retinal cell programmed cell death [GO:0046667]; crystal cell differentiation [GO:0042688]; defense response to insect [GO:0002213]; determination of adult lifespan [GO:0008340]; dorsal appendage formation [GO:0046843]; dorsal closure [GO:0007391]; dorsal/ventral axis specification [GO:0009950]; dorsal/ventral lineage restriction, imaginal disc [GO:0007451]; dorsal/ventral pattern formation, imaginal disc [GO:0007450]; ectoderm development [GO:0007398]; embryonic crystal cell differentiation [GO:0035165]; embryonic hemopoiesis [GO:0035162]; epithelial cell proliferation involved in Malpighian tubule morphogenesis [GO:0061331]; epithelial cell type specification, open tracheal system [GO:0035153]; establishment of ommatidial planar polarity [GO:0042067]; eye-antennal disc development [GO:0035214]; eye-antennal disc morphogenesis [GO:0007455]; female germ-line stem cell population maintenance [GO:0036099]; foregut morphogenesis [GO:0007440]; formation of a compartment boundary [GO:0060288]; germ-line stem cell population maintenance [GO:0030718]; germ-line stem-cell niche homeostasis [GO:0060250]; germarium-derived egg chamber formation [GO:0007293]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; glial cell differentiation [GO:0010001]; glial cell fate determination [GO:0007403]; glial cell migration [GO:0008347]; hemocyte proliferation [GO:0035172]; imaginal disc growth [GO:0007446]; imaginal disc pattern formation [GO:0007447]; imaginal disc-derived leg joint morphogenesis [GO:0016348]; imaginal disc-derived leg segmentation [GO:0036011]; imaginal disc-derived male genitalia morphogenesis [GO:0048803]; imaginal disc-derived wing margin morphogenesis [GO:0008587]; imaginal disc-derived wing morphogenesis [GO:0007476]; imaginal disc-derived wing vein specification [GO:0007474]; intestinal stem cell homeostasis [GO:0036335]; lamellocyte differentiation [GO:0035171]; larval lymph gland hemopoiesis [GO:0035167]; lateral inhibition [GO:0046331]; leg disc morphogenesis [GO:0007478]; long-term memory [GO:0007616]; lymph gland development [GO:0048542]; Malpighian tubule tip cell differentiation [GO:0061382]; mesoderm development [GO:0007498]; morphogenesis of an epithelial fold [GO:0060571]; morphogenesis of follicular epithelium [GO:0016333]; motor neuron axon guidance [GO:0008045]; muscle cell cellular homeostasis [GO:0046716]; muscle cell fate determination [GO:0007521]; negative regulation of cell-cell adhesion mediated by cadherin [GO:2000048]; negative regulation of compound eye photoreceptor development [GO:0045316]; negative regulation of gene expression [GO:0010629]; negative regulation of JNK cascade [GO:0046329]; negative regulation of lamellocyte differentiation [GO:0035204]; negative regulation of neurogenesis [GO:0050768]; nervous system process [GO:0050877]; neuroblast development [GO:0014019]; neuroblast fate determination [GO:0007400]; neuroblast proliferation [GO:0007405]; neuron fate determination [GO:0048664]; neuron fate specification [GO:0048665]; neuronal stem cell population maintenance [GO:0097150]; Notch signaling pathway [GO:0007219]; oocyte anterior/posterior axis specification [GO:0007314]; oocyte localization involved in germarium-derived egg chamber formation [GO:0030720]; oogenesis [GO:0048477]; ovarian follicle cell development [GO:0030707]; ovarian follicle cell migration [GO:0007297]; ovarian follicle cell stalk formation [GO:0030713]; peripheral nervous system development [GO:0007422]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of crystal cell differentiation [GO:0042691]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of gene expression [GO:0010628]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; R1/R6 cell differentiation [GO:0048052]; R3/R4 cell fate commitment [GO:0007464]; R7 cell differentiation [GO:0045466]; regulation of cardioblast cell fate specification [GO:0042686]; regulation of cell differentiation [GO:0045595]; regulation of crystal cell differentiation [GO:0042689]; regulation of filopodium assembly [GO:0051489]; regulation of glycolytic process [GO:0006110]; regulation of growth [GO:0040008]; regulation of mitotic cell cycle [GO:0007346]; regulation of neuroblast proliferation [GO:1902692]; regulation of neurogenesis [GO:0050767]; regulation of stem cell division [GO:2000035]; response to symbiont [GO:0009608]; retinal cell programmed cell death [GO:0046666]; second mitotic wave involved in compound eye morphogenesis [GO:0016330]; sensory organ development [GO:0007423]; sensory organ precursor cell fate determination [GO:0016360]; skeletal muscle tissue development [GO:0007519]; stem cell differentiation [GO:0048863]; ventral cord development [GO:0007419]; wing disc dorsal/ventral pattern formation [GO:0048190]; wing disc pattern formation [GO:0035222]; wing disc proximal/distal pattern formation [GO:0007473]"
