"gene"	"adj.pval.treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g245920"	0.000111949016920818	"Scaffold_12"	9268299	9326841	"Q99973"	"TEP1_HUMAN"	"Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog)"	"GO:0000722; GO:0000781; GO:0002039; GO:0003720; GO:0003723; GO:0005524; GO:0005697; GO:0005737; GO:0016363; GO:0019899; GO:0070034; GO:1990904"	"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; ribonucleoprotein complex [GO:1990904]; telomerase holoenzyme complex [GO:0005697]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; p53 binding [GO:0002039]; RNA binding [GO:0003723]; telomerase activity [GO:0003720]; telomerase RNA binding [GO:0070034]; telomere maintenance via recombination [GO:0000722]"
"PGEN_.00g268760"	0.000115174791477381	"Scaffold_13"	25183636	25193923	"Q9EQZ6"	"RPGF4_MOUSE"	"Rap guanine nucleotide exchange factor 4 (Exchange factor directly activated by cAMP 2) (Exchange protein directly activated by cAMP 2) (EPAC 2) (cAMP-dependent Rap1 guanine-nucleotide exchange factor) (cAMP-regulated guanine nucleotide exchange factor II) (cAMP-GEFII)"	"GO:0001750; GO:0001917; GO:0005085; GO:0005088; GO:0005829; GO:0005886; GO:0005903; GO:0005929; GO:0007165; GO:0007264; GO:0014069; GO:0014911; GO:0016323; GO:0016324; GO:0017016; GO:0017156; GO:0017157; GO:0019933; GO:0030073; GO:0030424; GO:0030425; GO:0030426; GO:0030552; GO:0032991; GO:0043025; GO:0043197; GO:0044316; GO:0044877; GO:0050714; GO:0050773; GO:0050805; GO:0060076; GO:0098686; GO:0098693; GO:0098696; GO:0098978; GO:0099175; GO:1904457"	"apical plasma membrane [GO:0016324]; axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; brush border [GO:0005903]; cilium [GO:0005929]; cone cell pedicle [GO:0044316]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; excitatory synapse [GO:0060076]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; neuronal cell body [GO:0043025]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; cAMP binding [GO:0030552]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein-containing complex binding [GO:0044877]; Ras GTPase binding [GO:0017016]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; calcium-ion regulated exocytosis [GO:0017156]; cAMP-mediated signaling [GO:0019933]; insulin secretion [GO:0030073]; negative regulation of synaptic transmission [GO:0050805]; positive regulation of neuronal action potential [GO:1904457]; positive regulation of protein secretion [GO:0050714]; positive regulation of smooth muscle cell migration [GO:0014911]; regulation of dendrite development [GO:0050773]; regulation of exocytosis [GO:0017157]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of postsynapse organization [GO:0099175]; regulation of synaptic vesicle cycle [GO:0098693]; signal transduction [GO:0007165]; small GTPase mediated signal transduction [GO:0007264]"
"PGEN_.00g336970"	0.000122844190910526	"Scaffold_17"	29207662	29244774	NA	NA	NA	NA	NA
"PGEN_.00g000720"	0.000130672457165946	"Scaffold_01"	1420774	1424799	NA	NA	NA	NA	NA
"PGEN_.00g017150"	0.000130672457165946	"Scaffold_01"	46434018	46434647	NA	NA	NA	NA	NA
"PGEN_.00g054290"	0.000131453507336078	"Scaffold_02"	58580204	58593548	"O43808"	"PM34_HUMAN"	"Peroxisomal membrane protein PMP34 (34 kDa peroxisomal membrane protein) (Solute carrier family 25 member 17)"	"GO:0000295; GO:0001561; GO:0005347; GO:0005777; GO:0005778; GO:0005779; GO:0006635; GO:0015217; GO:0015228; GO:0015230; GO:0015867; GO:0015908; GO:0016020; GO:0044610; GO:0051087; GO:0051724; GO:0080122"	"integral component of peroxisomal membrane [GO:0005779]; membrane [GO:0016020]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; adenine nucleotide transmembrane transporter activity [GO:0000295]; ADP transmembrane transporter activity [GO:0015217]; AMP transmembrane transporter activity [GO:0080122]; ATP transmembrane transporter activity [GO:0005347]; chaperone binding [GO:0051087]; coenzyme A transmembrane transporter activity [GO:0015228]; FAD transmembrane transporter activity [GO:0015230]; FMN transmembrane transporter activity [GO:0044610]; NAD transmembrane transporter activity [GO:0051724]; ATP transport [GO:0015867]; fatty acid alpha-oxidation [GO:0001561]; fatty acid beta-oxidation [GO:0006635]; fatty acid transport [GO:0015908]"
"PGEN_.00g139530"	0.000131453507336078	"Scaffold_06"	25730256	25730618	NA	NA	NA	NA	NA
"PGEN_.00g027530"	0.00014484242380232	"Scaffold_01"	76374378	76382260	NA	NA	NA	NA	NA
"PGEN_.00g279730"	0.000145157945973704	"Scaffold_14"	8594867	8627802	"Q5R6S0"	"ABHGA_PONAB"	"Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"	"GO:0004620; GO:0006660; GO:0016021; GO:0047372; GO:0052651; GO:1905344"	"integral component of membrane [GO:0016021]; acylglycerol lipase activity [GO:0047372]; phospholipase activity [GO:0004620]; monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; prostaglandin catabolic process [GO:1905344]"
"PGEN_.00g252700"	0.000145210365127005	"Scaffold_12"	30351169	30367057	"Q9ESQ5"	"TRPM4_RAT"	"Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"	"GO:0002250; GO:0002407; GO:0002724; GO:0005227; GO:0005262; GO:0005509; GO:0005516; GO:0005524; GO:0005623; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006816; GO:0007204; GO:0008284; GO:0010460; GO:0016925; GO:0019722; GO:0030502; GO:0034706; GO:0035774; GO:0042310; GO:0043025; GO:0044214; GO:0045600; GO:0045668; GO:0045907; GO:0051289; GO:0071318; GO:0086045; GO:0086047; GO:0086048; GO:0086091; GO:0089717; GO:0090263; GO:0098662; GO:0098719; GO:0098911; GO:1903949; GO:1904179; GO:1904199"	"cell [GO:0005623]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; sodium channel complex [GO:0034706]; spanning component of membrane [GO:0089717]; spanning component of plasma membrane [GO:0044214]; ATP binding [GO:0005524]; calcium activated cation channel activity [GO:0005227]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; adaptive immune response [GO:0002250]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cellular response to ATP [GO:0071318]; dendritic cell chemotaxis [GO:0002407]; inorganic cation transmembrane transport [GO:0098662]; membrane depolarization during AV node cell action potential [GO:0086045]; membrane depolarization during bundle of His cell action potential [GO:0086048]; membrane depolarization during Purkinje myocyte cell action potential [GO:0086047]; negative regulation of bone mineralization [GO:0030502]; negative regulation of osteoblast differentiation [GO:0045668]; positive regulation of adipose tissue development [GO:1904179]; positive regulation of atrial cardiac muscle cell action potential [GO:1903949]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of heart rate [GO:0010460]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of regulation of vascular smooth muscle cell membrane depolarization [GO:1904199]; positive regulation of vasoconstriction [GO:0045907]; protein homotetramerization [GO:0051289]; protein sumoylation [GO:0016925]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of T cell cytokine production [GO:0002724]; regulation of ventricular cardiac muscle cell action potential [GO:0098911]; sodium ion import across plasma membrane [GO:0098719]; vasoconstriction [GO:0042310]"
"PGEN_.00g097800"	0.000149035258247968	"Scaffold_04"	50179229	50180955	NA	NA	NA	NA	NA
"PGEN_.00g326670"	0.000149035258247968	"Scaffold_16"	30127325	30131037	NA	NA	NA	NA	NA
"PGEN_.00g029590"	0.000167132995574355	"Scaffold_01"	81312974	81328624	"Q9GKX6"	"GALM_PIG"	"Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)"	"GO:0004034; GO:0005737; GO:0006006; GO:0030246; GO:0033499"	"cytoplasm [GO:0005737]; aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; galactose catabolic process via UDP-galactose [GO:0033499]; glucose metabolic process [GO:0006006]"
"PGEN_.00g080210"	0.000172818243100799	"Scaffold_04"	4378335	4411462	"Q9CQN1"	"TRAP1_MOUSE"	"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)"	"GO:0003723; GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0006457; GO:0009386; GO:0019901; GO:0051082; GO:1901856; GO:1903751"	"mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]; negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]"
"PGEN_.00g104460"	0.000174353414180544	"Scaffold_05"	1902769	1955487	"Q9UJS0"	"CMC2_HUMAN"	"Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)"	"GO:0005313; GO:0005509; GO:0005739; GO:0005743; GO:0005887; GO:0006094; GO:0006754; GO:0006839; GO:0015183; GO:0015810; GO:0015813; GO:0042802; GO:0043490; GO:0045333; GO:0051592"	"integral component of plasma membrane [GO:0005887]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; aspartate transmembrane transport [GO:0015810]; ATP biosynthetic process [GO:0006754]; cellular respiration [GO:0045333]; gluconeogenesis [GO:0006094]; L-glutamate transmembrane transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; mitochondrial transport [GO:0006839]; response to calcium ion [GO:0051592]"
"PGEN_.00g166720"	0.000177794857481189	"Scaffold_07"	38501537	38503351	NA	NA	NA	NA	NA
"PGEN_.00g077420"	0.000185446920007025	"Scaffold_03"	55228439	55229737	NA	NA	NA	NA	NA
"PGEN_.00g132650"	0.000206414277978073	"Scaffold_06"	9474068	9495986	"Q5SPX3"	"RN215_MOUSE"	"RING finger protein 215"	"GO:0005634; GO:0005737; GO:0005770; GO:0005794; GO:0006511; GO:0016021; GO:0046872; GO:0051788; GO:0061630"	"cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; response to misfolded protein [GO:0051788]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g167700"	0.000206733975233217	"Scaffold_07"	40985364	41016975	"P98169"	"ZXDB_HUMAN"	"Zinc finger X-linked protein ZXDB"	"GO:0003676; GO:0005634; GO:0046872"	"nucleus [GO:0005634]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]"
"PGEN_.00g209710"	0.000207529307027433	"Scaffold_10"	15122945	15126790	"Q91502"	"SC6A8_TORMA"	"Creatine transporter"	"GO:0005328; GO:0016021"	"integral component of membrane [GO:0016021]; neurotransmitter:sodium symporter activity [GO:0005328]"
"PGEN_.00g280060"	0.000210597340171867	"Scaffold_14"	9403015	9474957	"Q61554"	"FBN1_MOUSE"	"Fibrillin-1 [Cleaved into: Asprosin]"	"GO:0001501; GO:0001527; GO:0001656; GO:0001822; GO:0005178; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0006006; GO:0007507; GO:0008201; GO:0010737; GO:0031012; GO:0033627; GO:0034199; GO:0035582; GO:0035583; GO:0042593; GO:0042802; GO:0043010; GO:0044877; GO:0045671; GO:0048048; GO:0048050; GO:0062023; GO:0071560; GO:1990314; GO:2001205"	"basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; microfibril [GO:0001527]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; heparin binding [GO:0008201]; hormone activity [GO:0005179]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; protein-containing complex binding [GO:0044877]; activation of protein kinase A activity [GO:0034199]; camera-type eye development [GO:0043010]; cell adhesion mediated by integrin [GO:0033627]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to transforming growth factor beta stimulus [GO:0071560]; embryonic eye morphogenesis [GO:0048048]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; heart development [GO:0007507]; kidney development [GO:0001822]; metanephros development [GO:0001656]; negative regulation of osteoclast development [GO:2001205]; negative regulation of osteoclast differentiation [GO:0045671]; post-embryonic eye morphogenesis [GO:0048050]; protein kinase A signaling [GO:0010737]; sequestering of BMP in extracellular matrix [GO:0035582]; sequestering of TGFbeta in extracellular matrix [GO:0035583]; skeletal system development [GO:0001501]"
"PGEN_.00g252030"	0.000222458953744808	"Scaffold_12"	28245155	28287624	"Q9UPU3"	"SORC3_HUMAN"	"VPS10 domain-containing receptor SorCS3"	"GO:0007218; GO:0007612; GO:0007613; GO:0008188; GO:0016020; GO:0016021; GO:0098978; GO:0099061; GO:1900452"	"glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; integral component of postsynaptic density membrane [GO:0099061]; membrane [GO:0016020]; neuropeptide receptor activity [GO:0008188]; learning [GO:0007612]; memory [GO:0007613]; neuropeptide signaling pathway [GO:0007218]; regulation of long-term synaptic depression [GO:1900452]"
"PGEN_.00g173170"	0.000227848485293209	"Scaffold_08"	14250731	14265345	NA	NA	NA	NA	NA
"PGEN_.00g051430"	0.000230707834448526	"Scaffold_02"	50797608	50888432	"Q2HJF4"	"PBLD_BOVIN"	"Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-)"	"GO:0005737; GO:0009058; GO:0010633; GO:0010719; GO:0016853; GO:0030277; GO:0030512; GO:0042802; GO:0050680; GO:0060392; GO:0060394"	"cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; isomerase activity [GO:0016853]; biosynthetic process [GO:0009058]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]"
"PGEN_.00g038260"	0.000231370261912437	"Scaffold_02"	13711841	13715006	NA	NA	NA	NA	NA
"PGEN_.00g062630"	0.000239384773654396	"Scaffold_03"	13089701	13121485	"A0JMD4"	"TPC2_DANRE"	"Two pore calcium channel protein 2 (Voltage-dependent calcium channel protein TPC2)"	"GO:0005245; GO:0005623; GO:0005764; GO:0005765; GO:0006939; GO:0014866; GO:0016021; GO:0019722; GO:0034765; GO:0072345; GO:2000290"	"cell [GO:0005623]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; NAADP-sensitive calcium-release channel activity [GO:0072345]; voltage-gated calcium channel activity [GO:0005245]; calcium-mediated signaling [GO:0019722]; regulation of ion transmembrane transport [GO:0034765]; regulation of myotome development [GO:2000290]; skeletal myofibril assembly [GO:0014866]; smooth muscle contraction [GO:0006939]"
"PGEN_.00g206430"	0.000239384773654396	"Scaffold_10"	6490151	6494286	NA	NA	NA	NA	NA
"PGEN_.00g236120"	0.000246013773381166	"Scaffold_11"	34190037	34202863	"Q27968"	"DNJC3_BOVIN"	"DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)"	"GO:0004860; GO:0005783; GO:0005829; GO:0006469; GO:0006986; GO:0019901; GO:0034975; GO:0036494; GO:0051087; GO:0051787; GO:0070417; GO:1903912"	"cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; chaperone binding [GO:0051087]; misfolded protein binding [GO:0051787]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]; cellular response to cold [GO:0070417]; negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation [GO:1903912]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of translation initiation in response to endoplasmic reticulum stress [GO:0036494]; protein folding in endoplasmic reticulum [GO:0034975]; response to unfolded protein [GO:0006986]"
"PGEN_.00g330320"	0.000248650542855127	"Scaffold_17"	8945788	8999981	"P54288"	"CACB2_RABIT"	"Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2)"	"GO:0007601; GO:0008331; GO:0034765; GO:0051015; GO:0051928; GO:0070509; GO:0086056; GO:0086091; GO:0098684; GO:0098793; GO:0098912; GO:0099635; GO:1990454"	"L-type voltage-gated calcium channel complex [GO:1990454]; photoreceptor ribbon synapse [GO:0098684]; presynapse [GO:0098793]; actin filament binding [GO:0051015]; high voltage-gated calcium channel activity [GO:0008331]; voltage-gated calcium channel activity involved in AV node cell action potential [GO:0086056]; voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels [GO:0099635]; calcium ion import [GO:0070509]; membrane depolarization during atrial cardiac muscle cell action potential [GO:0098912]; positive regulation of calcium ion transport [GO:0051928]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of ion transmembrane transport [GO:0034765]; visual perception [GO:0007601]"
