"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","TP","gene","uniprot","uniprot_taxa.id"
"600","GO:0071872",0.0187539156346223,0.999463627894263,2,3,"cellular response to epinephrine stimulus","BP","P","other biological processes","Day145","PGEN_.00g007340","Q08499","PDE4D"
"601","GO:0001763",0.0207618428676412,0.999121531963262,2,4,"morphogenesis of a branching structure","BP","P","other biological processes","Day145","PGEN_.00g325600","Q99466","NOTC4"
"602","GO:0001763",0.0207618428676412,0.999121531963262,2,4,"morphogenesis of a branching structure","BP","P","other biological processes","Day145","PGEN_.00g076410","Q60636","PRDM1"
"603","GO:0045165",0.0310206383788323,0.993851248720062,4,20,"cell fate commitment","BP","P","other biological processes","Day145","PGEN_.00g208580","Q3L254","WNT7B"
"604","GO:0045165",0.0310206383788323,0.993851248720062,4,20,"cell fate commitment","BP","P","other biological processes","Day145","PGEN_.00g204470","P41221","WNT5A"
"605","GO:0045165",0.0310206383788323,0.993851248720062,4,20,"cell fate commitment","BP","P","other biological processes","Day145","PGEN_.00g242340","Q01705","NOTC1"
"606","GO:0045165",0.0310206383788323,0.993851248720062,4,20,"cell fate commitment","BP","P","other biological processes","Day145","PGEN_.00g076410","Q60636","PRDM1"
"607","GO:0060760",0.0360742157348193,0.99761678696511,2,5,"positive regulation of response to cytokine stimulus","BP","P","other biological processes","Day145","PGEN_.00g204470","P41221","WNT5A"
"608","GO:0060760",0.0360742157348193,0.99761678696511,2,5,"positive regulation of response to cytokine stimulus","BP","P","other biological processes","Day145","PGEN_.00g256280","O95786","DDX58"
"609","GO:0050892",0.0368210396679225,0.9973342921448,2,6,"intestinal absorption","BP","P","other biological processes","Day145","PGEN_.00g076930","P70057","KCNQ1"
"610","GO:0050892",0.0368210396679225,0.9973342921448,2,6,"intestinal absorption","BP","P","other biological processes","Day145","PGEN_.00g065950","O73925","KCNQ1"
"611","GO:0032880",0.0382886989428629,0.989975773810076,5,27,"regulation of protein localization","BP","P","other biological processes","Day145","PGEN_.00g083720","Q60949","TBCD1"
"612","GO:0032880",0.0382886989428629,0.989975773810076,5,27,"regulation of protein localization","BP","P","other biological processes","Day145","PGEN_.00g279870","P00522","ABL"
"613","GO:0032880",0.0382886989428629,0.989975773810076,5,27,"regulation of protein localization","BP","P","other biological processes","Day145","PGEN_.00g290440","Q91V41","RAB14"
"614","GO:0032880",0.0382886989428629,0.989975773810076,5,27,"regulation of protein localization","BP","P","other biological processes","Day145","PGEN_.00g033560","Q922B6","TRAF7"
"615","GO:0032880",0.0382886989428629,0.989975773810076,5,27,"regulation of protein localization","BP","P","other biological processes","Day145","PGEN_.00g087190","O75592","MYCB2"
"616","GO:0007599",0.0404984098526356,1,1,1,"hemostasis","BP","P","other biological processes","Day145","PGEN_.00g043300","Q07076","ANXA7"
"617","GO:0045446",0.0404984098526356,1,1,1,"endothelial cell differentiation","BP","P","other biological processes","Day145","PGEN_.00g165230","Q8IWY4","SCUB1"
"618","GO:0036090",0.0405041392818006,1,1,1,"cleavage furrow ingression","BP","P","other biological processes","Day145","PGEN_.00g131030","Q9NXW9","ALKB4"
"619","GO:0051413",0.0405842309062199,1,1,1,"response to cortisone","BP","P","other biological processes","Day145","PGEN_.00g079760","P23780","BGAL"
"620","GO:0002724",0.0408633397187489,1,1,1,"regulation of T cell cytokine production","BP","P","other biological processes","Day145","PGEN_.00g252700","Q9ESQ5","TRPM4"
"621","GO:0014812",0.0417375463199372,1,1,1,"muscle cell migration","BP","P","other biological processes","Day145","PGEN_.00g211830","P16056","MET"
"622","GO:0071635",0.0417375463199372,1,1,1,"negative regulation of transforming growth factor beta production","BP","P","other biological processes","Day145","PGEN_.00g211830","P16056","MET"
"623","GO:0002051",0.0419837999983979,1,1,1,"osteoblast fate commitment","BP","P","other biological processes","Day145","PGEN_.00g242340","Q01705","NOTC1"
"624","GO:0086091",0.0469913037657413,0.996105517605384,2,6,"regulation of heart rate by cardiac conduction","BP","P","other biological processes","Day145","PGEN_.00g252700","Q9ESQ5","TRPM4"
"625","GO:0086091",0.0469913037657413,0.996105517605384,2,6,"regulation of heart rate by cardiac conduction","BP","P","other biological processes","Day145","PGEN_.00g330320","P54288","CACB2"
"626","GO:0071774",0.0480750547672736,1,1,1,"response to fibroblast growth factor","BP","P","other biological processes","Day145","PGEN_.00g149640","Q80YX1","TENA"
"627","GO:0071799",0.0480750547672736,1,1,1,"cellular response to prostaglandin D stimulus","BP","P","other biological processes","Day145","PGEN_.00g149640","Q80YX1","TENA"
"930","GO:0071300",0.000403513132855562,0.9999887238853,3,12,"cellular response to retinoic acid","BP","P","other biological processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"931","GO:0071300",0.000403513132855562,0.9999887238853,3,12,"cellular response to retinoic acid","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"932","GO:0071300",0.000403513132855562,0.9999887238853,3,12,"cellular response to retinoic acid","BP","P","other biological processes","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"933","GO:0007599",0.00331720409123166,1,1,1,"hemostasis","BP","P","other biological processes","Persistent","PGEN_.00g043300","Q07076","ANXA7"
"934","GO:0045446",0.0038598074286221,1,1,1,"endothelial cell differentiation","BP","P","other biological processes","Persistent","PGEN_.00g165230","Q8IWY4","SCUB1"
"935","GO:0042752",0.00482453161583425,0.999631630965421,3,37,"regulation of circadian rhythm","BP","P","other biological processes","Persistent","PGEN_.00g004840","P54646","AAPK2"
"936","GO:0042752",0.00482453161583425,0.999631630965421,3,37,"regulation of circadian rhythm","BP","P","other biological processes","Persistent","PGEN_.00g072260","Q5XXP2","OPN4"
"937","GO:0042752",0.00482453161583425,0.999631630965421,3,37,"regulation of circadian rhythm","BP","P","other biological processes","Persistent","PGEN_.00g213360","Q14995","NR1D2"
"938","GO:0036090",0.00491383030839512,1,1,1,"cleavage furrow ingression","BP","P","other biological processes","Persistent","PGEN_.00g131030","Q9NXW9","ALKB4"
"939","GO:0002724",0.00667300064543184,1,1,1,"regulation of T cell cytokine production","BP","P","other biological processes","Persistent","PGEN_.00g252700","Q9ESQ5","TRPM4"
"940","GO:0014812",0.0078819923351325,1,1,1,"muscle cell migration","BP","P","other biological processes","Persistent","PGEN_.00g211830","P16056","MET"
"941","GO:0071635",0.0078819923351325,1,1,1,"negative regulation of transforming growth factor beta production","BP","P","other biological processes","Persistent","PGEN_.00g211830","P16056","MET"
"942","GO:0071774",0.0103188886304862,1,1,1,"response to fibroblast growth factor","BP","P","other biological processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"943","GO:0071799",0.0103188886304862,1,1,1,"cellular response to prostaglandin D stimulus","BP","P","other biological processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"944","GO:0072710",0.011136691174458,0.999969106037932,1,2,"response to hydroxyurea","BP","P","other biological processes","Persistent","PGEN_.00g024960","Q6BK42","DDI1"
"945","GO:0086003",0.0114977974029095,1,1,1,"cardiac muscle cell contraction","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"946","GO:0086092",0.0114977974029095,1,1,1,"regulation of the force of heart contraction by cardiac conduction","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"947","GO:0042310",0.0115240009158996,0.999955913056021,1,3,"vasoconstriction","BP","P","other biological processes","Persistent","PGEN_.00g252700","Q9ESQ5","TRPM4"
"948","GO:0032504",0.0145011405861605,0.9999475301221,1,2,"multicellular organism reproduction","BP","P","other biological processes","Persistent","PGEN_.00g015800","O76840","PPN1"
"949","GO:0032675",0.0145318149568171,0.999947307082892,1,2,"regulation of interleukin-6 production","BP","P","other biological processes","Persistent","PGEN_.00g211830","P16056","MET"
"950","GO:0009612",0.0146516016462707,0.9992040779993,2,19,"response to mechanical stimulus","BP","P","other biological processes","Persistent","PGEN_.00g029240","Q86VZ4","LRP11"
"951","GO:0009612",0.0146516016462707,0.9992040779993,2,19,"response to mechanical stimulus","BP","P","other biological processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"952","GO:0060029",0.0151247005802078,1,1,1,"convergent extension involved in organogenesis","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"953","GO:0045165",0.0155722571535465,0.999122758581822,2,20,"cell fate commitment","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"954","GO:0045165",0.0155722571535465,0.999122758581822,2,20,"cell fate commitment","BP","P","other biological processes","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"955","GO:0097009",0.0156515173232326,0.999133958057691,2,16,"energy homeostasis","BP","P","other biological processes","Persistent","PGEN_.00g004840","P54646","AAPK2"
"956","GO:0097009",0.0156515173232326,0.999133958057691,2,16,"energy homeostasis","BP","P","other biological processes","Persistent","PGEN_.00g213360","Q14995","NR1D2"
"957","GO:0035994",0.0163151656070409,0.999933520018327,1,2,"response to muscle stretch","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"958","GO:0010460",0.0175861571322211,0.999922708463399,1,2,"positive regulation of heart rate","BP","P","other biological processes","Persistent","PGEN_.00g252700","Q9ESQ5","TRPM4"
"959","GO:0060907",0.0178015171821911,0.999920795125618,1,2,"positive regulation of macrophage cytokine production","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"960","GO:0002407",0.0179419602544864,0.99989282169532,1,3,"dendritic cell chemotaxis","BP","P","other biological processes","Persistent","PGEN_.00g252700","Q9ESQ5","TRPM4"
"961","GO:0010447",0.018384263891972,0.999915499392578,1,2,"response to acidic pH","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"962","GO:0034613",0.0224392101797772,0.998438055827089,2,26,"cellular protein localization","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"963","GO:0034613",0.0224392101797772,0.998438055827089,2,26,"cellular protein localization","BP","P","other biological processes","Persistent","PGEN_.00g334400","O01761","UNC89"
"964","GO:0030277",0.0248245361011915,0.999845416094281,1,2,"maintenance of gastrointestinal epithelium","BP","P","other biological processes","Persistent","PGEN_.00g051430","Q2HJF4","PBLD"
"965","GO:0060028",0.0270060786434831,0.999756171179885,1,3,"convergent extension involved in axis elongation","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"966","GO:0006883",0.0274599410988237,0.999747854411661,1,3,"cellular sodium ion homeostasis","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"967","GO:0002026",0.0280658305085202,0.999736531672044,1,3,"regulation of the force of heart contraction","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"968","GO:0045907",0.0282438189946091,0.99966698166404,1,6,"positive regulation of vasoconstriction","BP","P","other biological processes","Persistent","PGEN_.00g252700","Q9ESQ5","TRPM4"
"969","GO:0030859",0.0305722385194166,0.999687013263258,1,3,"polarized epithelial cell differentiation","BP","P","other biological processes","Persistent","PGEN_.00g049510","Q8TDM6","DLG5"
"970","GO:0032703",0.0307966244420449,0.999682369357479,1,3,"negative regulation of interleukin-2 production","BP","P","other biological processes","Persistent","PGEN_.00g013900","Q80TN7","NAV3"
"971","GO:0014070",0.0308366724278028,0.997427602822115,2,32,"response to organic cyclic compound","BP","P","other biological processes","Persistent","PGEN_.00g043300","Q07076","ANXA7"
"972","GO:0014070",0.0308366724278028,0.997427602822115,2,32,"response to organic cyclic compound","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"973","GO:0071305",0.0322934440648273,0.999650503134489,1,3,"cellular response to vitamin D","BP","P","other biological processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"974","GO:0045989",0.0326921130172535,0.999730815385495,1,2,"positive regulation of striated muscle contraction","BP","P","other biological processes","Persistent","PGEN_.00g334400","O01761","UNC89"
"975","GO:0071257",0.0336393621568658,0.999620528941557,1,3,"cellular response to electrical stimulus","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"976","GO:0071896",0.0346033160325343,0.999598291400505,1,3,"protein localization to adherens junction","BP","P","other biological processes","Persistent","PGEN_.00g049510","Q8TDM6","DLG5"
"977","GO:0030011",0.0353935361363606,0.999579581770314,1,3,"maintenance of cell polarity","BP","P","other biological processes","Persistent","PGEN_.00g049510","Q8TDM6","DLG5"
"978","GO:0030435",0.0357493561958132,0.999486057629484,1,5,"sporulation resulting in formation of a cellular spore","BP","P","other biological processes","Persistent","PGEN_.00g322650","P22699","GUN6"
"979","GO:0070293",0.0372709140512721,0.99953339507646,1,3,"renal absorption","BP","P","other biological processes","Persistent","PGEN_.00g065950","O73925","KCNQ1"
"980","GO:0071468",0.037592873988907,0.999431250814322,1,5,"cellular response to acidic pH","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"981","GO:0071380",0.039315973066869,0.999480294832601,1,3,"cellular response to prostaglandin E stimulus","BP","P","other biological processes","Persistent","PGEN_.00g004840","P54646","AAPK2"
"982","GO:0009847",0.0401361661954269,0.999391150677253,1,4,"spore germination","BP","P","other biological processes","Persistent","PGEN_.00g322650","P22699","GUN6"
"983","GO:0071872",0.0403243535689895,0.999453039359694,1,3,"cellular response to epinephrine stimulus","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"984","GO:0071236",0.0423012092627503,0.999278453014525,1,5,"cellular response to antibiotic","BP","P","other biological processes","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"985","GO:0032880",0.0423395123930559,0.99584317757209,2,27,"regulation of protein localization","BP","P","other biological processes","Persistent","PGEN_.00g033560","Q922B6","TRAF7"
"986","GO:0032880",0.0423395123930559,0.99584317757209,2,27,"regulation of protein localization","BP","P","other biological processes","Persistent","PGEN_.00g279870","P00522","ABL"
"987","GO:0043032",0.0430198302264873,0.999253506000523,1,5,"positive regulation of macrophage activation","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"988","GO:0010820",0.0454103662802683,0.999218837303956,1,4,"positive regulation of T cell chemotaxis","BP","P","other biological processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"204","GO:0019005",0.0371159981156919,0.989006723309009,6,29,"SCF ubiquitin ligase complex","CC","C","other cellular component","Day10","PGEN_.00g113990","A1Z6E0","GUS"
"205","GO:0019005",0.0371159981156919,0.989006723309009,6,29,"SCF ubiquitin ligase complex","CC","C","other cellular component","Day10","PGEN_.00g136060","Q9C5D2","FBL4"
"206","GO:0019005",0.0371159981156919,0.989006723309009,6,29,"SCF ubiquitin ligase complex","CC","C","other cellular component","Day10","PGEN_.00g030400","Q9VZF4","FBXW7"
"207","GO:0019005",0.0371159981156919,0.989006723309009,6,29,"SCF ubiquitin ligase complex","CC","C","other cellular component","Day10","PGEN_.00g164170","Q5ZKF5","SKP1"
"208","GO:0019005",0.0371159981156919,0.989006723309009,6,29,"SCF ubiquitin ligase complex","CC","C","other cellular component","Day10","PGEN_.00g111150","Q9UJT9","FBXL7"
"209","GO:0019005",0.0371159981156919,0.989006723309009,6,29,"SCF ubiquitin ligase complex","CC","C","other cellular component","Day10","PGEN_.00g273980","Q0VD31","FBXL4"
"437","GO:0009941",0.0215359916841374,1,1,1,"chloroplast envelope","CC","C","other cellular component","Day135","PGEN_.00g010060","Q8GX78","ANTR2"
"438","GO:0009501",0.023105349337118,1,1,1,"amyloplast","CC","C","other cellular component","Day135","PGEN_.00g179250","A0A0H5BMX5","TCEB1"
"439","GO:0030686",0.0423053641932173,0.996299382244548,2,9,"90S preribosome","CC","C","other cellular component","Day135","PGEN_.00g270150","Q5XGC9","SRFB1"
"440","GO:0030686",0.0423053641932173,0.996299382244548,2,9,"90S preribosome","CC","C","other cellular component","Day135","PGEN_.00g065870","O75691","UTP20"
