"","gene","GO.Slim.Term","adj.pval.Initial.Treatment","scaffold","start","end","uniprot.id","uniprot_taxa.id","Uniprot.Name","GO.IDs","GO.Descript"
"223","PGEN_.00g325600","other biological processes",0.000367648026189094,"Scaffold_16",27218998,27249055,"Q99466","NOTC4_HUMAN","Neurogenic locus notch homolog protein 4 (Notch 4) (hNotch4) [Cleaved into: Notch 4 extracellular truncation; Notch 4 intracellular domain]","GO:0000139; GO:0001569; GO:0001709; GO:0001763; GO:0001886; GO:0001944; GO:0005112; GO:0005509; GO:0005576; GO:0005634; GO:0005654; GO:0005789; GO:0005829; GO:0005886; GO:0005887; GO:0006367; GO:0007221; GO:0009986; GO:0030097; GO:0030154; GO:0030879; GO:0035278; GO:0038023; GO:0042060; GO:0045596; GO:0045602; GO:0045747; GO:0045893; GO:0046982","cell surface [GO:0009986]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; Notch binding [GO:0005112]; protein heterodimerization activity [GO:0046982]; signaling receptor activity [GO:0038023]; branching involved in blood vessel morphogenesis [GO:0001569]; cell differentiation [GO:0030154]; cell fate determination [GO:0001709]; endothelial cell morphogenesis [GO:0001886]; hemopoiesis [GO:0030097]; mammary gland development [GO:0030879]; miRNA mediated inhibition of translation [GO:0035278]; morphogenesis of a branching structure [GO:0001763]; negative regulation of cell differentiation [GO:0045596]; negative regulation of endothelial cell differentiation [GO:0045602]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of transcription of Notch receptor target [GO:0007221]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription initiation from RNA polymerase II promoter [GO:0006367]; vasculature development [GO:0001944]; wound healing [GO:0042060]"
"224","PGEN_.00g327330","other biological processes",0.0034186421403008,"Scaffold_16",31599488,31629517,"P31696","AGRIN_CHICK","Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]","GO:0002162; GO:0004867; GO:0005509; GO:0005539; GO:0005576; GO:0005604; GO:0005615; GO:0005886; GO:0007158; GO:0007213; GO:0007275; GO:0007399; GO:0007417; GO:0007420; GO:0007528; GO:0008201; GO:0010977; GO:0016021; GO:0030054; GO:0030154; GO:0030297; GO:0030424; GO:0030548; GO:0031012; GO:0031532; GO:0031594; GO:0033691; GO:0035374; GO:0038023; GO:0043113; GO:0043236; GO:0043237; GO:0043395; GO:0043547; GO:0045121; GO:0045178; GO:0045202; GO:0045887; GO:0045944; GO:0046847; GO:0050840; GO:0051491; GO:0071340; GO:0098684; GO:0098965; GO:0098978; GO:1902572","axon [GO:0030424]; basal part of cell [GO:0045178]; basement membrane [GO:0005604]; cell junction [GO:0030054]; extracellular matrix [GO:0031012]; extracellular matrix of synaptic cleft [GO:0098965]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; neuromuscular junction [GO:0031594]; photoreceptor ribbon synapse [GO:0098684]; plasma membrane [GO:0005886]; synapse [GO:0045202]; acetylcholine receptor regulator activity [GO:0030548]; calcium ion binding [GO:0005509]; chondroitin sulfate binding [GO:0035374]; dystroglycan binding [GO:0002162]; extracellular matrix binding [GO:0050840]; glycosaminoglycan binding [GO:0005539]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; laminin binding [GO:0043236]; laminin-1 binding [GO:0043237]; serine-type endopeptidase inhibitor activity [GO:0004867]; sialic acid binding [GO:0033691]; signaling receptor activity [GO:0038023]; transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]; actin cytoskeleton reorganization [GO:0031532]; brain development [GO:0007420]; cell differentiation [GO:0030154]; central nervous system development [GO:0007417]; filopodium assembly [GO:0046847]; G protein-coupled acetylcholine receptor signaling pathway [GO:0007213]; multicellular organism development [GO:0007275]; negative regulation of neuron projection development [GO:0010977]; negative regulation of serine-type peptidase activity [GO:1902572]; nervous system development [GO:0007399]; neuromuscular junction development [GO:0007528]; neuron cell-cell adhesion [GO:0007158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of GTPase activity [GO:0043547]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; positive regulation of transcription by RNA polymerase II [GO:0045944]; receptor clustering [GO:0043113]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]"
"225","PGEN_.00g329570","other biological processes",0.00537959816681116,"Scaffold_17",6916704,6934162,"D3YXG0","HMCN1_MOUSE","Hemicentin-1 (Fibulin-6) (FIBL-6)","GO:0005509; GO:0005576; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023","basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cell-cell adherens junction [GO:0005913]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; signaling receptor activity [GO:0038023]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]"
"226","PGEN_.00g331900","other biological processes",0.000434193966183463,"Scaffold_17",13990927,13999831,"Q6AXQ5","PDE12_RAT","2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)","GO:0000175; GO:0000288; GO:0000958; GO:0004527; GO:0004535; GO:0005739; GO:0005759; GO:0006397; GO:0035457; GO:0044528; GO:0045070; GO:0046872; GO:0060548; GO:0071346; GO:0071359; GO:0090305; GO:0090324; GO:0090503","mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 3'-5'-exoribonuclease activity [GO:0000175]; exonuclease activity [GO:0004527]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; cellular response to dsRNA [GO:0071359]; cellular response to interferon-alpha [GO:0035457]; cellular response to interferon-gamma [GO:0071346]; mitochondrial mRNA catabolic process [GO:0000958]; mRNA processing [GO:0006397]; negative regulation of cell death [GO:0060548]; negative regulation of oxidative phosphorylation [GO:0090324]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; positive regulation of viral genome replication [GO:0045070]; regulation of mitochondrial mRNA stability [GO:0044528]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]"
"227","PGEN_.00g333150","other biological processes",0.000609752137147518,"Scaffold_17",18069850,18105664,"Q01320","TOP2A_MOUSE","DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)","GO:0000228; GO:0000287; GO:0000712; GO:0000793; GO:0000819; GO:0002244; GO:0003677; GO:0003682; GO:0003916; GO:0003918; GO:0005080; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005814; GO:0006265; GO:0006266; GO:0006974; GO:0007059; GO:0007143; GO:0008022; GO:0008094; GO:0008144; GO:0008301; GO:0009330; GO:0019035; GO:0019899; GO:0030261; GO:0030263; GO:0032991; GO:0040016; GO:0042752; GO:0042803; GO:0042826; GO:0043065; GO:0043130; GO:0043565; GO:0044774; GO:0045870; GO:0045944; GO:0046982; GO:0048511; GO:0051309; GO:1905463; GO:1990904","centriole [GO:0005814]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; nuclear chromosome [GO:0000228]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; viral integration complex [GO:0019035]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; DNA-dependent ATPase activity [GO:0008094]; drug binding [GO:0008144]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; magnesium ion binding [GO:0000287]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; sequence-specific DNA binding [GO:0043565]; ubiquitin binding [GO:0043130]; apoptotic chromosome condensation [GO:0030263]; cellular response to DNA damage stimulus [GO:0006974]; chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; DNA ligation [GO:0006266]; DNA topological change [GO:0006265]; embryonic cleavage [GO:0040016]; female meiosis chromosome separation [GO:0051309]; female meiotic nuclear division [GO:0007143]; hematopoietic progenitor cell differentiation [GO:0002244]; mitotic DNA integrity checkpoint [GO:0044774]; negative regulation of DNA duplex unwinding [GO:1905463]; positive regulation of apoptotic process [GO:0043065]; positive regulation of single stranded viral RNA replication via double stranded DNA intermediate [GO:0045870]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; resolution of meiotic recombination intermediates [GO:0000712]; rhythmic process [GO:0048511]; sister chromatid segregation [GO:0000819]"
"228","PGEN_.00g334400","other biological processes",3.90984339002125e-88,"Scaffold_17",21776739,21871098,"O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)","GO:0004672; GO:0005089; GO:0005524; GO:0010628; GO:0014722; GO:0017048; GO:0019902; GO:0030241; GO:0031034; GO:0031430; GO:0031672; GO:0034613; GO:0040017; GO:0045214; GO:0045989; GO:0060298; GO:0071688; GO:0090736; GO:1905552; GO:1905905","A band [GO:0031672]; M band [GO:0031430]; ATP binding [GO:0005524]; MATH domain binding [GO:0090736]; phosphatase binding [GO:0019902]; protein kinase activity [GO:0004672]; Rho GTPase binding [GO:0017048]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; cellular protein localization [GO:0034613]; myosin filament assembly [GO:0031034]; pharyngeal gland morphogenesis [GO:1905905]; positive regulation of gene expression [GO:0010628]; positive regulation of locomotion [GO:0040017]; positive regulation of protein localization to endoplasmic reticulum [GO:1905552]; positive regulation of sarcomere organization [GO:0060298]; positive regulation of striated muscle contraction [GO:0045989]; regulation of skeletal muscle contraction by calcium ion signaling [GO:0014722]; sarcomere organization [GO:0045214]; skeletal muscle myosin thick filament assembly [GO:0030241]; striated muscle myosin thick filament assembly [GO:0071688]"
"229","PGEN_.00g334530","other biological processes",0.047743254540634,"Scaffold_17",22415935,22418528,"Q5GIG6","TNI3K_MOUSE","Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (TNNI3-interacting kinase)","GO:0002027; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0008022; GO:0031013; GO:0046872; GO:0055117; GO:0086069; GO:1903779","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein C-terminus binding [GO:0008022]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; troponin I binding [GO:0031013]; bundle of His cell to Purkinje myocyte communication [GO:0086069]; protein phosphorylation [GO:0006468]; regulation of cardiac conduction [GO:1903779]; regulation of cardiac muscle contraction [GO:0055117]; regulation of heart rate [GO:0002027]"
"230","PGEN_.00g334800","other biological processes",5.55096063922492e-05,"Scaffold_17",23270284,23313385,"Q9Y4C0","NRX3A_HUMAN","Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha)","GO:0005886; GO:0005887; GO:0007158; GO:0007411; GO:0007612; GO:0030534; GO:0035176; GO:0038023; GO:0046872; GO:0050839; GO:0071625; GO:0097109","integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; cell adhesion molecule binding [GO:0050839]; metal ion binding [GO:0046872]; neuroligin family protein binding [GO:0097109]; signaling receptor activity [GO:0038023]; adult behavior [GO:0030534]; axon guidance [GO:0007411]; learning [GO:0007612]; neuron cell-cell adhesion [GO:0007158]; social behavior [GO:0035176]; vocalization behavior [GO:0071625]"
"231","PGEN_.00g337180","other biological processes",0.000209670961847958,"Scaffold_17",29633742,29686528,"P43304","GPDM_HUMAN","Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (mtGPD)","GO:0004368; GO:0005509; GO:0005739; GO:0005743; GO:0006072; GO:0006094; GO:0006127; GO:0009331; GO:0019563; GO:0035264; GO:0043010; GO:0052591","glycerol-3-phosphate dehydrogenase complex [GO:0009331]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; calcium ion binding [GO:0005509]; glycerol-3-phosphate dehydrogenase (quinone) activity [GO:0004368]; sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity [GO:0052591]; camera-type eye development [GO:0043010]; gluconeogenesis [GO:0006094]; glycerol catabolic process [GO:0019563]; glycerol-3-phosphate metabolic process [GO:0006072]; glycerophosphate shuttle [GO:0006127]; multicellular organism growth [GO:0035264]"
"232","PGEN_.00g338160","other biological processes",5.26748943702712e-08,"Scaffold_17",32212719,32237135,"Q8HXZ8","CD209_GORGO","CD209 antigen (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN1) (CD antigen CD209)","GO:0002250; GO:0005537; GO:0006897; GO:0007155; GO:0016021; GO:0045087; GO:0046872","integral component of membrane [GO:0016021]; mannose binding [GO:0005537]; metal ion binding [GO:0046872]; adaptive immune response [GO:0002250]; cell adhesion [GO:0007155]; endocytosis [GO:0006897]; innate immune response [GO:0045087]"
"233","PGEN_.00g338710","other biological processes",0.0293756392101225,"Scaffold_17",33460303,33497657,"Q9V5N8","STAN_DROME","Protocadherin-like wing polarity protein stan (Protein flamingo) (Protein starry night)","GO:0001736; GO:0001738; GO:0004888; GO:0004930; GO:0005509; GO:0005886; GO:0005887; GO:0005911; GO:0007156; GO:0007367; GO:0007409; GO:0007411; GO:0007464; GO:0016021; GO:0016318; GO:0016319; GO:0016324; GO:0016339; GO:0016358; GO:0035159; GO:0042067; GO:0045773; GO:0048057; GO:0048813; GO:0050770; GO:0050839; GO:0051963; GO:0060071; GO:0070593; GO:0090175; GO:0098609; GO:1902669","apical plasma membrane [GO:0016324]; cell-cell junction [GO:0005911]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; G protein-coupled receptor activity [GO:0004930]; transmembrane signaling receptor activity [GO:0004888]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell-cell adhesion [GO:0098609]; dendrite development [GO:0016358]; dendrite morphogenesis [GO:0048813]; dendrite self-avoidance [GO:0070593]; establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; morphogenesis of a polarized epithelium [GO:0001738]; mushroom body development [GO:0016319]; ommatidial rotation [GO:0016318]; positive regulation of axon extension [GO:0045773]; positive regulation of axon guidance [GO:1902669]; R3/R4 cell fate commitment [GO:0007464]; R3/R4 development [GO:0048057]; regulation of axonogenesis [GO:0050770]; regulation of establishment of planar polarity [GO:0090175]; regulation of synapse assembly [GO:0051963]; regulation of tube length, open tracheal system [GO:0035159]; segment polarity determination [GO:0007367]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]"
"234","PGEN_.00g339370","other biological processes",0.00650976285300451,"Scaffold_18",577895,654075,"Q62432","SMAD2_MOUSE","Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (Mad-related protein 2) (mMad2) (SMAD family member 2) (SMAD 2) (Smad2)","GO:0000790; GO:0000978; GO:0001228; GO:0001657; GO:0001701; GO:0001706; GO:0001707; GO:0003682; GO:0003690; GO:0003700; GO:0005160; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006468; GO:0007179; GO:0007182; GO:0007183; GO:0007352; GO:0007369; GO:0007389; GO:0007492; GO:0007507; GO:0008134; GO:0008285; GO:0009749; GO:0009791; GO:0009880; GO:0009952; GO:0010628; GO:0010629; GO:0010718; GO:0017015; GO:0019902; GO:0023019; GO:0030073; GO:0030324; GO:0030325; GO:0030513; GO:0030618; GO:0031016; GO:0031625; GO:0032444; GO:0032924; GO:0032991; GO:0033613; GO:0034713; GO:0035265; GO:0035556; GO:0038092; GO:0042060; GO:0042803; GO:0045165; GO:0045892; GO:0045893; GO:0045944; GO:0046332; GO:0046872; GO:0048156; GO:0048340; GO:0048589; GO:0048617; GO:0048701; GO:0051098; GO:0060039; GO:0060395; GO:0062009; GO:0070410; GO:0070411; GO:0070412; GO:0070723; GO:0070878; GO:0071141; GO:0071144; GO:0097718; GO:1900224","activin responsive factor complex [GO:0032444]; cytoplasm [GO:0005737]; heteromeric SMAD protein complex [GO:0071144]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; SMAD protein complex [GO:0071141]; transcription factor complex [GO:0005667]; activating transcription factor binding [GO:0033613]; chromatin binding [GO:0003682]; co-SMAD binding [GO:0070410]; disordered domain specific binding [GO:0097718]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; I-SMAD binding [GO:0070411]; metal ion binding [GO:0046872]; phosphatase binding [GO:0019902]; primary miRNA binding [GO:0070878]; protein homodimerization activity [GO:0042803]; R-SMAD binding [GO:0070412]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; SMAD binding [GO:0046332]; tau protein binding [GO:0048156]; transcription factor binding [GO:0008134]; transforming growth factor beta receptor binding [GO:0005160]; transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity [GO:0030618]; type I transforming growth factor beta receptor binding [GO:0034713]; ubiquitin protein ligase binding [GO:0031625]; activin receptor signaling pathway [GO:0032924]; adrenal gland development [GO:0030325]; anterior/posterior pattern specification [GO:0009952]; cell fate commitment [GO:0045165]; common-partner SMAD protein phosphorylation [GO:0007182]; developmental growth [GO:0048589]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic foregut morphogenesis [GO:0048617]; embryonic pattern specification [GO:0009880]; endoderm development [GO:0007492]; endoderm formation [GO:0001706]; gastrulation [GO:0007369]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; insulin secretion [GO:0030073]; intracellular signal transduction [GO:0035556]; lung development [GO:0030324]; mesoderm formation [GO:0001707]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription, DNA-templated [GO:0045892]; nodal signaling pathway [GO:0038092]; organ growth [GO:0035265]; pancreas development [GO:0031016]; paraxial mesoderm morphogenesis [GO:0048340]; pattern specification process [GO:0007389]; pericardium development [GO:0060039]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of gene expression [GO:0010628]; positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900224]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; post-embryonic development [GO:0009791]; protein phosphorylation [GO:0006468]; regulation of binding [GO:0051098]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; response to cholesterol [GO:0070723]; response to glucose [GO:0009749]; secondary palate development [GO:0062009]; signal transduction involved in regulation of gene expression [GO:0023019]; SMAD protein complex assembly [GO:0007183]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]; ureteric bud development [GO:0001657]; wound healing [GO:0042060]; zygotic specification of dorsal/ventral axis [GO:0007352]"
