"uniprot.id"	"gene"	"adj.pval.treatment"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
"Q96MM6"	"PGEN_.00g090500"	0.000230385364133312	61	237	354	"sp|Q96MM6|HS12B_HUMAN"	14	192	2.5e-36	39.56	182	"HS12B_HUMAN"	"Heat shock 70 kDa protein 12B"	"HSPA12B C20orf60"	"Homo sapiens (Human)"	"GO:0005524"
NA	"PGEN_.00g282450"	0.000230385364133312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O61267"	"PGEN_.00g264480"	0.000233890879731395	102	374	169	"sp|O61267|LOK_DROME"	101	373	4.88e-11	22.789	294	"LOK_DROME"	"Ovarian-specific serine/threonine-protein kinase Lok (EC 2.7.11.1) (Protein loki) (dMNK)"	"lok CG10895"	"Drosophila melanogaster (Fruit fly)"	"GO:0000077; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006282; GO:0006468; GO:0006915; GO:0006919; GO:0006974; GO:0007281; GO:0008630; GO:0016607; GO:0030717; GO:0035234; GO:0042770; GO:0044773; GO:0045944; GO:0050321; GO:0051091; GO:0071480; GO:0071481; GO:0072332"
NA	"PGEN_.00g102760"	0.000238647354279297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g222990"	0.000260555969898343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g021750"	0.000275107099607641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5RDQ2"	"PGEN_.00g017050"	0.000285867152225878	418	675	693	"sp|Q5RDQ2|MPP5_PONAB"	762	1023	1.47e-77	51.504	266	"MPP5_PONAB"	"MAGUK p55 subfamily member 5"	"MPP5 PALS1"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"GO:0005524; GO:0005794; GO:0005912; GO:0005923; GO:0016324; GO:0030424; GO:0043204; GO:0070830; GO:0090162"
"O15050"	"PGEN_.00g309130"	0.000304872226516712	783	1460	1391	"sp|O15050|TRNK1_HUMAN"	1616	2292	5.56e-153	44.492	699	"TRNK1_HUMAN"	"TPR and ankyrin repeat-containing protein 1 (Lupus brain antigen 1 homolog)"	"TRANK1 KIAA0342 LBA1"	"Homo sapiens (Human)"	""
"O88327"	"PGEN_.00g336030"	0.000307274892956679	107	707	1235	"sp|O88327|CTNL1_MOUSE"	26	649	7.76e-159	43.218	634	"CTNL1_MOUSE"	"Alpha-catulin (Alpha-catenin-related protein) (ACRP) (Catenin alpha-like protein 1)"	"Ctnnal1 Catnal1"	"Mus musculus (Mouse)"	"GO:0005829; GO:0005856; GO:0005886; GO:0007155; GO:0007266; GO:0045296; GO:0051015"
NA	"PGEN_.00g125310"	0.000309102872531105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5SVZ6"	"PGEN_.00g206990"	0.000313679044675934	512	829	346	"sp|Q5SVZ6|ZMYM1_HUMAN"	63	379	4.59e-34	29.231	325	"ZMYM1_HUMAN"	"Zinc finger MYM-type protein 1"	"ZMYM1"	"Homo sapiens (Human)"	"GO:0000981; GO:0005634; GO:0006357; GO:0008270; GO:0022604; GO:0046983"
NA	"PGEN_.00g017150"	0.000317035911166122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g276560"	0.000320913025238486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g211020"	0.000327072664979613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g067860"	0.000335971155269592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O42596"	"PGEN_.00g271920"	0.000337666597349439	14	610	725	"sp|O42596|ADA22_XENLA"	11	606	6.5e-79	32.033	615	"ADA22_XENLA"	"Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (MDC11.2) (Metalloprotease-disintegrin MDC11b)"	"adam22 mdc11b"	"Xenopus laevis (African clawed frog)"	"GO:0004222; GO:0005886; GO:0016021"
"Q54KD0"	"PGEN_.00g020340"	0.000338148391970174	367	1069	592	"sp|Q54KD0|Y7407_DICDI"	8	678	2.02e-62	25.616	730	"Y7407_DICDI"	"TPR repeat-containing protein DDB_G0287407"	"DDB_G0287407"	"Dictyostelium discoideum (Slime mold)"	""
NA	"PGEN_.00g166050"	0.000362253133591912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g104990"	0.000362752417726868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q967D7"	"PGEN_.00g110560"	0.000367534096239046	142	233	198	"sp|Q967D7|TUTL_DROME"	35	116	2.84e-17	39.13	92	"TUTL_DROME"	"Protein turtle"	"tutl CG15427"	"Drosophila melanogaster (Fruit fly)"	"GO:0005886; GO:0005887; GO:0007156; GO:0007411; GO:0007414; GO:0007629; GO:0007638; GO:0008039; GO:0008344; GO:0016199; GO:0030424; GO:0030537; GO:0045467; GO:0048814; GO:0070593; GO:0098632"
"Q9VVI3"	"PGEN_.00g199570"	0.000370173109036967	792	1007	791	"sp|Q9VVI3|NEDD4_DROME"	1	216	4.58e-98	63.426	216	"NEDD4_DROME"	"E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4)"	"Nedd4 CG7555"	"Drosophila melanogaster (Fruit fly)"	"GO:0000209; GO:0002092; GO:0004842; GO:0005112; GO:0005737; GO:0005886; GO:0006511; GO:0007219; GO:0007411; GO:0007528; GO:0008586; GO:0016199; GO:0016567; GO:0017022; GO:0019904; GO:0031623; GO:0043161; GO:0045732; GO:0045746; GO:0045807; GO:0045879; GO:0048814; GO:0051965; GO:0061630; GO:1905062; GO:1905306; GO:2000650"
NA	"PGEN_.00g027530"	0.000373222205906921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9UPN9"	"PGEN_.00g336990"	0.000379600796188745	208	388	158	"sp|Q9UPN9|TRI33_HUMAN"	8	188	8.57e-10	27.225	191	"TRI33_HUMAN"	"E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)"	"TRIM33 KIAA1113 RFG7 TIF1G"	"Homo sapiens (Human)"	"GO:0000122; GO:0003677; GO:0004842; GO:0005634; GO:0005654; GO:0008270; GO:0016567; GO:0017015; GO:0030514; GO:0045892; GO:0070410; GO:0070412"
NA	"PGEN_.00g139530"	0.000379600796188745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P74148"	"PGEN_.00g207530"	0.000382098394348242	2	154	142	"sp|P74148|Y1388_SYNY3"	11	153	1.43e-10	25.161	155	"Y1388_SYNY3"	"Universal stress protein Sll1388 (USP Sll1388)"	"sll1388"	"Synechocystis sp. (strain PCC 6803 / Kazusa)"	""
NA	"PGEN_.00g304250"	0.000382098394348242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8BUG5"	"PGEN_.00g065280"	0.000393643550677452	64	550	672	"sp|Q8BUG5|CAYP2_MOUSE"	162	635	8.33e-79	34.274	496	"CAYP2_MOUSE"	"Calcyphosin-2 (Calcyphosine-2)"	"Caps2"	"Mus musculus (Mouse)"	"GO:0005509"
"Q8K389"	"PGEN_.00g278620"	0.000404734434265209	19	156	264	"sp|Q8K389|CK5P2_MOUSE"	6	142	1.28e-23	40.69	145	"CK5P2_MOUSE"	"CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)"	"Cdk5rap2 Kiaa1633"	"Mus musculus (Mouse)"	"GO:0000132; GO:0000226; GO:0000242; GO:0000922; GO:0001578; GO:0005516; GO:0005623; GO:0005737; GO:0005794; GO:0005813; GO:0005874; GO:0007059; GO:0007098; GO:0007099; GO:0007420; GO:0008017; GO:0008274; GO:0015631; GO:0019901; GO:0022008; GO:0030054; GO:0031023; GO:0031116; GO:0035371; GO:0043015; GO:0044212; GO:0044877; GO:0045665; GO:0045893; GO:0046600; GO:0048471; GO:0090266; GO:0097431"
NA	"PGEN_.00g017280"	0.000404734434265209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g006120"	0.000406591959344497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g135810"	0.000406591959344497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O76840"	"PGEN_.00g015800"	0.000407301388875473	343	508	240	"sp|O76840|PPN1_CAEEL"	234	408	9.68e-20	33.333	180	"PPN1_CAEEL"	"Papilin (Abnormal cell migration protein 6)"	"mig-6 ppn-1 C37C3.6"	"Caenorhabditis elegans"	"GO:0000902; GO:0002119; GO:0004867; GO:0005604; GO:0008233; GO:0009792; GO:0032504; GO:0048598"
"Q9Y2V3"	"PGEN_.00g167410"	0.000407301388875473	135	218	233	"sp|Q9Y2V3|RX_HUMAN"	129	211	2.75e-19	59.524	84	"RX_HUMAN"	"Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein)"	"RAX RX"	"Homo sapiens (Human)"	"GO:0000790; GO:0000978; GO:0000981; GO:0001228; GO:0007389; GO:0007601; GO:0021854; GO:0043010; GO:0045944; GO:0060173"
NA	"PGEN_.00g286240"	0.000407301388875473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g274790"	0.000414687701183358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g349360"	0.000425268779620683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C0HL13"	"PGEN_.00g299380"	0.00043034525785343	414	1133	415	"sp|C0HL13|LRP2_PIG"	67	889	2.52e-39	23.023	860	"LRP2_PIG"	"Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"	"LRP2"	"Sus scrofa (Pig)"	"GO:0001702; GO:0001843; GO:0002076; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005886; GO:0005905; GO:0006898; GO:0007605; GO:0008144; GO:0008584; GO:0009897; GO:0009952; GO:0016021; GO:0016324; GO:0017124; GO:0017147; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0042632; GO:0042813; GO:0043235; GO:0045944; GO:0046849; GO:0048539; GO:0050769; GO:0051087; GO:0060068; GO:0060070; GO:0060349; GO:0060444; GO:0060612; GO:0060982; GO:0061156; GO:0061178; GO:0061304; GO:0070447; GO:0140058; GO:1904447; GO:1905167"
"Q9VCA2"	"PGEN_.00g073180"	0.000432867569976322	4	529	814	"sp|Q9VCA2|ORCT_DROME"	6	536	1.06e-100	35.531	546	"ORCT_DROME"	"Organic cation transporter protein"	"Orct CG6331"	"Drosophila melanogaster (Fruit fly)"	"GO:0006811; GO:0006915; GO:0016021; GO:0022857"
NA	"PGEN_.00g231140"	0.000437650553418247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Y6N5"	"PGEN_.00g150990"	0.000449279671445326	289	432	516	"sp|Q9Y6N5|SQOR_HUMAN"	93	238	7.29e-62	60.274	146	"SQOR_HUMAN"	"Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.-) (Sulfide dehydrogenase-like) (Sulfide quinone oxidoreductase)"	"SQOR SQRDL CGI-44"	"Homo sapiens (Human)"	"GO:0005739; GO:0005743; GO:0048038; GO:0070221; GO:0070224; GO:0070813; GO:0071949"
"Q91502"	"PGEN_.00g209710"	0.000455683032651725	510	584	188	"sp|Q91502|SC6A8_TORMA"	3	77	1.19e-16	44	75	"SC6A8_TORMA"	"Creatine transporter"	""	"Torpedo marmorata (Marbled electric ray)"	"GO:0005328; GO:0016021"
"Q66K08"	"PGEN_.00g303240"	0.000469705312567393	520	1011	251	"sp|Q66K08|CILP1_MOUSE"	431	887	2.02e-20	23.574	526	"CILP1_MOUSE"	"Cartilage intermediate layer protein 1 (CILP-1) [Cleaved into: Cartilage intermediate layer protein 1 C1; Cartilage intermediate layer protein 1 C2]"	"Cilp"	"Mus musculus (Mouse)"	"GO:0005615; GO:0010629; GO:0043569; GO:0060392; GO:0062023; GO:0071560"
"A0JMD4"	"PGEN_.00g062630"	0.000475601421930292	40	422	668	"sp|A0JMD4|TPC2_DANRE"	79	497	1.83e-75	41.05	419	"TPC2_DANRE"	"Two pore calcium channel protein 2 (Voltage-dependent calcium channel protein TPC2)"	"tpcn2 tpc2 zgc:152898"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005245; GO:0005623; GO:0005764; GO:0005765; GO:0006939; GO:0014866; GO:0016021; GO:0019722; GO:0034765; GO:0072345; GO:2000290"
NA	"PGEN_.00g304260"	0.000482260479043313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9UPU3"	"PGEN_.00g252030"	0.000487619061115943	135	1064	1145	"sp|Q9UPU3|SORC3_HUMAN"	26	950	7.93e-136	31.88	963	"SORC3_HUMAN"	"VPS10 domain-containing receptor SorCS3"	"SORCS3 KIAA1059"	"Homo sapiens (Human)"	"GO:0007218; GO:0007612; GO:0007613; GO:0008188; GO:0016020; GO:0016021; GO:0098978; GO:0099061; GO:1900452"
"P06603"	"PGEN_.00g274530"	0.00048958432372383	1	432	2247	"sp|P06603|TBA1_DROME"	1	432	0	98.38	432	"TBA1_DROME"	"Tubulin alpha-1 chain"	"alphaTub84B tubA84B CG1913"	"Drosophila melanogaster (Fruit fly)"	"GO:0000226; GO:0000235; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0007017; GO:0032418; GO:0048471"
NA	"PGEN_.00g019750"	0.000492088120672415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g087520"	0.00049401649186257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P16066"	"PGEN_.00g148340"	0.000506388588422309	856	1058	697	"sp|P16066|ANPRA_HUMAN"	229	431	5.34e-81	61.084	203	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"NPR1 ANPRA"	"Homo sapiens (Human)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"
NA	"PGEN_.00g013500"	0.000506388588422309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g057380"	0.000564642416227463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q4N4N8"	"PGEN_.00g348620"	0.000604421514786733	35	169	210	"sp|Q4N4N8|TXND_THEPA"	133	256	1.55e-18	37.037	135	"TXND_THEPA"	"Thioredoxin domain-containing protein (Membrane protein 23) (mp23)"	"TP02_0602"	"Theileria parva (East coast fever infection agent)"	"GO:0005623; GO:0005789; GO:0016021; GO:0045454"
"Q8N2E2"	"PGEN_.00g129350"	0.000608191662876849	18	644	238	"sp|Q8N2E2|VWDE_HUMAN"	18	608	8.47e-19	22.353	680	"VWDE_HUMAN"	"von Willebrand factor D and EGF domain-containing protein"	"VWDE"	"Homo sapiens (Human)"	"GO:0005102; GO:0005576; GO:0009986; GO:0048856"
NA	"PGEN_.00g115760"	0.000608191662876849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9BZ19"	"PGEN_.00g175660"	0.000623887373586304	93	308	431	"sp|Q9BZ19|ANR60_HUMAN"	19	231	1.07e-47	40.741	216	"ANR60_HUMAN"	"Ankyrin repeat domain-containing protein 60"	"ANKRD60 C20orf86"	"Homo sapiens (Human)"	""
"Q99638"	"PGEN_.00g132060"	0.00065204349815087	1	273	756	"sp|Q99638|RAD9A_HUMAN"	1	278	8.6e-95	52.857	280	"RAD9A_HUMAN"	"Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A)"	"RAD9A"	"Homo sapiens (Human)"	"GO:0000076; GO:0000077; GO:0005634; GO:0005654; GO:0005737; GO:0006260; GO:0006281; GO:0006974; GO:0008408; GO:0008853; GO:0017124; GO:0019899; GO:0019901; GO:0030896; GO:0031573; GO:0042826; GO:0071479; GO:1901796; GO:1902231"
"Q6NV34"	"PGEN_.00g049060"	0.000673305067714733	18	297	762	"sp|Q6NV34|DECR2_DANRE"	10	288	5.05e-100	55	280	"DECR2_DANRE"	"Peroxisomal 2,4-dienoyl-CoA reductase (EC 1.3.1.34) (2,4-dienoyl-CoA reductase 2)"	"decr2 si:ch211-153c20.5 zgc:85626"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005777; GO:0006631; GO:0008670"
"A8Q2D1"	"PGEN_.00g279430"	0.000678501212286019	186	450	346	"sp|A8Q2D1|NAS35_BRUMA"	102	355	1.38e-32	33.088	272	"NAS35_BRUMA"	"Zinc metalloproteinase dpy-31 (EC 3.4.24.-) (Nematode astacin 35) (Procollagen C-proteinase)"	"dpy-31 nas-35 Bm5432"	"Brugia malayi (Filarial nematode worm)"	"GO:0004222; GO:0005576; GO:0008270; GO:0042338"
"Q91ZU6"	"PGEN_.00g005660"	0.000678501212286019	4483	5831	1080	"sp|Q91ZU6|DYST_MOUSE"	7872	9212	2.53e-115	26.686	1364	"DYST_MOUSE"	"Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2)"	"Dst Bpag1 Macf2"	"Mus musculus (Mouse)"	"GO:0001725; GO:0003779; GO:0005509; GO:0005634; GO:0005635; GO:0005737; GO:0005789; GO:0005882; GO:0005925; GO:0005938; GO:0007155; GO:0007409; GO:0008017; GO:0008090; GO:0009898; GO:0014069; GO:0014704; GO:0015629; GO:0015630; GO:0016020; GO:0016021; GO:0030018; GO:0030056; GO:0030424; GO:0031110; GO:0031122; GO:0031410; GO:0031581; GO:0031673; GO:0035371; GO:0042060; GO:0042383; GO:0042803; GO:0045104; GO:0046907; GO:0048471; GO:0051010; GO:0060053; GO:0097038; GO:1904115"
"O43933"	"PGEN_.00g238170"	0.000688057389721428	410	1060	1467	"sp|O43933|PEX1_HUMAN"	315	975	0	47.376	667	"PEX1_HUMAN"	"Peroxisome biogenesis factor 1 (Peroxin-1) (Peroxisome biogenesis disorder protein 1)"	"PEX1"	"Homo sapiens (Human)"	"GO:0005524; GO:0005737; GO:0005777; GO:0005778; GO:0005829; GO:0006625; GO:0007031; GO:0008022; GO:0016558; GO:0016887; GO:0042623; GO:0044877; GO:0060152; GO:0070062"
"Q99NB1"	"PGEN_.00g013580"	0.000762804386714458	50	529	1685	"sp|Q99NB1|ACS2L_MOUSE"	58	531	0	63.202	481	"ACS2L_MOUSE"	"Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17)"	"Acss1 Acas2 Acas2l"	"Mus musculus (Mouse)"	"GO:0003987; GO:0005524; GO:0005739; GO:0005759; GO:0006085; GO:0016208; GO:0019413; GO:0019427; GO:0019542; GO:0050218"
"P24587"	"PGEN_.00g159920"	0.000770869485863099	379	595	158	"sp|P24587|AKAP5_RAT"	133	349	1.2e-09	30.415	217	"AKAP5_RAT"	"A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 150 kDa) (AKAP 150) (P150) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein)"	"Akap5 Akap150"	"Rattus norvegicus (Rat)"	"GO:0001664; GO:0001934; GO:0003779; GO:0005516; GO:0005623; GO:0005737; GO:0005856; GO:0005886; GO:0006605; GO:0007193; GO:0007194; GO:0008179; GO:0009898; GO:0010524; GO:0010738; GO:0014069; GO:0014850; GO:0016323; GO:0017124; GO:0019900; GO:0019901; GO:0019904; GO:0021510; GO:0021766; GO:0030346; GO:0030425; GO:0031527; GO:0031698; GO:0032279; GO:0032590; GO:0032591; GO:0032991; GO:0034237; GO:0035254; GO:0036394; GO:0042307; GO:0043025; GO:0043197; GO:0043198; GO:0043267; GO:0043271; GO:0043624; GO:0044877; GO:0045121; GO:0045296; GO:0045762; GO:0048471; GO:0050775; GO:0050811; GO:0051602; GO:0060076; GO:0060090; GO:0060135; GO:0070886; GO:0071417; GO:0097110; GO:0098978; GO:0099092; GO:0099149; GO:1903078"
"Q9QY44"	"PGEN_.00g205480"	0.000775428046389117	2	731	2256	"sp|Q9QY44|ABCD2_RAT"	8	726	0	60.656	732	"ABCD2_RAT"	"ATP-binding cassette sub-family D member 2 (Adrenoleukodystrophy-related protein)"	"Abcd2 Aldr Aldrp"	"Rattus norvegicus (Rat)"	"GO:0000038; GO:0005524; GO:0005777; GO:0005778; GO:0006635; GO:0009617; GO:0016021; GO:0016887; GO:0032000; GO:0042626; GO:0042760; GO:0042803; GO:0043217; GO:1900016; GO:1903427; GO:1990535; GO:2001280"
"P11833"	"PGEN_.00g233770"	0.000821355483792144	1	418	2154	"sp|P11833|TBB_PARLI"	1	418	0	99.282	418	"TBB_PARLI"	"Tubulin beta chain (Beta-tubulin)"	""	"Paracentrotus lividus (Common sea urchin)"	"GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017"
"Q80TC5"	"PGEN_.00g031700"	0.000824505705701439	499	607	171	"sp|Q80TC5|POGK_MOUSE"	1	108	1e-12	35.455	110	"POGK_MOUSE"	"Pogo transposable element with KRAB domain"	"Pogk Kiaa1513"	"Mus musculus (Mouse)"	"GO:0003677; GO:0005634; GO:0006355; GO:0007275"
"Q13231"	"PGEN_.00g243810"	0.000846628671979666	23	385	402	"sp|Q13231|CHIT1_HUMAN"	198	553	8.1e-41	31.053	380	"CHIT1_HUMAN"	"Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"	"CHIT1"	"Homo sapiens (Human)"	"GO:0000272; GO:0004553; GO:0004568; GO:0005576; GO:0005615; GO:0005737; GO:0005764; GO:0006032; GO:0006955; GO:0008061; GO:0008843; GO:0009617; GO:0035580; GO:0043312; GO:0044245; GO:1904724"
"P18293"	"PGEN_.00g278670"	0.000856909287823176	30	1050	1936	"sp|P18293|ANPRA_MOUSE"	24	1035	0	40.966	1035	"ANPRA_MOUSE"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"Npr1 Npra"	"Mus musculus (Mouse)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0010753; GO:0016021; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0035556; GO:0042417; GO:0042562; GO:0043235; GO:0048662"
"Q8HZY8"	"PGEN_.00g261320"	0.000902129168770185	9	400	457	"sp|Q8HZY8|CC148_MACFA"	7	409	5.88e-48	31.051	409	"CC148_MACFA"	"Coiled-coil domain-containing protein 148"	"CCDC148 QflA-10778 QtsA-12190"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	""
NA	"PGEN_.00g252390"	0.000916053104524056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6ZRS2"	"PGEN_.00g150440"	0.000934073800512073	580	946	1737	"sp|Q6ZRS2|SRCAP_HUMAN"	680	1046	0	80.109	367	"SRCAP_HUMAN"	"Helicase SRCAP (EC 3.6.4.-) (Domino homolog 2) (Snf2-related CBP activator)"	"SRCAP KIAA0309"	"Homo sapiens (Human)"	"GO:0000812; GO:0003677; GO:0003713; GO:0004386; GO:0004402; GO:0005524; GO:0005634; GO:0005654; GO:0005794; GO:0006338; GO:0006357; GO:0016032; GO:0016458; GO:0016604; GO:0016887; GO:0032991; GO:0042393; GO:0043044; GO:0043486; GO:0048471"
"Q9BV99"	"PGEN_.00g203450"	0.000941121379118418	16	110	225	"sp|Q9BV99|LRC61_HUMAN"	6	100	1.1e-22	52.632	95	"LRC61_HUMAN"	"Leucine-rich repeat-containing protein 61"	"LRRC61"	"Homo sapiens (Human)"	"GO:0005737; GO:0008104; GO:0019901"
NA	"PGEN_.00g299840"	0.000941121379118418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P35992"	"PGEN_.00g078310"	0.000995564982681839	167	1468	558	"sp|P35992|PTP10_DROME"	598	1978	8.4e-56	24.253	1472	"PTP10_DROME"	"Tyrosine-protein phosphatase 10D (EC 3.1.3.48) (Receptor-linked protein-tyrosine phosphatase 10D) (DPTP10D)"	"Ptp10D CG1817"	"Drosophila melanogaster (Fruit fly)"	"GO:0004725; GO:0005001; GO:0006470; GO:0007411; GO:0007417; GO:0007424; GO:0007616; GO:0008045; GO:0016021; GO:0030424; GO:0042059; GO:0045177; GO:0060446"
"P57103"	"PGEN_.00g047880"	0.00100502477590732	56	927	1338	"sp|P57103|NAC3_HUMAN"	15	847	3.39e-170	36.802	913	"NAC3_HUMAN"	"Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)"	"SLC8A3 NCX3"	"Homo sapiens (Human)"	"GO:0002244; GO:0005432; GO:0005516; GO:0005623; GO:0005741; GO:0005789; GO:0005874; GO:0005886; GO:0005887; GO:0006811; GO:0006851; GO:0006874; GO:0007154; GO:0007612; GO:0007613; GO:0014819; GO:0016528; GO:0021537; GO:0030054; GO:0031226; GO:0031594; GO:0035725; GO:0042383; GO:0042552; GO:0043197; GO:0043204; GO:0046872; GO:0048471; GO:0048709; GO:0051560; GO:0060291; GO:0070588; GO:0071320; GO:0071456; GO:0098703; GO:0099055; GO:0099580; GO:1903779; GO:1905060; GO:1990034"
NA	"PGEN_.00g308500"	0.00107773364571158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g203210"	0.00108086559790263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
